ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
8265	1	050778	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050778Orig1s019ltr.pdf	2013-02-21 00:00:00
8266	1	050778	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050778Orig1s021ltr.pdf	2014-12-16 00:00:00
8267	1	050779	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/50779ltr.pdf	2000-08-04 00:00:00
8268	1	050779	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50779slr005ltr.pdf	2004-07-01 00:00:00
8269	1	050779	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050779s011ltr.pdf	2008-11-07 00:00:00
8270	1	050779	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050779s013ltr.pdf	2007-09-11 00:00:00
8271	1	050780	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/50780_Cefuroxime_approv.pdf	2001-02-21 00:00:00
8272	1	050780	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50780slr005ltr.pdf	2003-08-29 00:00:00
8273	1	050780	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050780s011ltr.pdf	2007-09-11 00:00:00
8274	1	050781	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050781s012ltr.pdf	2008-02-20 00:00:00
8275	1	050781	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050781Orig1s019ltr.pdf	2012-07-31 00:00:00
8276	1	050783	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/50783ltr.pdf	2001-02-02 00:00:00
8277	1	050783	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50783slr002ltr.pdf	2004-04-07 00:00:00
8278	1	050784	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50784ltr.pdf	2002-05-24 00:00:00
8279	1	050784	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50784slr002ltr.pdf	2002-10-16 00:00:00
8280	1	050784	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50711slr016,50710slr020,50784slr005ltr.pdf	2003-12-22 00:00:00
8281	1	050784	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050710s023, 050711s019, 050784s007ltr.pdf	2007-11-08 00:00:00
8282	1	050784	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050693s017,050710s033,050711s031,050730s026,050733s030,050784s018ltr.pdf	2011-02-03 00:00:00
8283	1	050784	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050693s022,050710s038,050711s035,050730s030,050733s034,050784s022ltr.pdf	2012-06-08 00:00:00
8284	1	050785	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50785slr002ltr.pdf	2003-06-08 00:00:00
8285	1	050785	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50785slr004ltr.pdf	2004-05-26 00:00:00
8286	1	050785	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50785s005ltr.pdf	2004-09-17 00:00:00
8287	1	050785	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050785s007ltr.pdf	2008-12-19 00:00:00
8288	1	050785	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050755s016,s018,050785s009ltr.pdf	2011-08-31 00:00:00
8289	1	050785	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050785Orig1s014ltr.pdf	2013-11-29 00:00:00
8290	1	050785	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050785s015ltr.pdf	2014-04-07 00:00:00
8291	1	050786	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050786s003ltr.pdf	2011-01-24 00:00:00
8292	1	050788	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50788ltr.pdf	2002-12-04 00:00:00
8293	1	050789	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050789s027ltr.pdf	2009-11-27 00:00:00
8294	1	050790	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50790slr001ltr.pdf	2003-09-25 00:00:00
8295	1	050790	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50790scp003slr004ltr,.pdf	2003-10-01 00:00:00
8296	1	050790	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050790Orig1s020ltr.pdf	2012-12-05 00:00:00
8297	1	050791	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050791Orig1s018,s019ltr.pdf	2013-10-01 00:00:00
8298	1	050791	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050791Orig1s021ltr.pdf	2015-08-12 00:00:00
8299	1	050791	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050791Orig1s024ltr.pdf	2015-10-29 00:00:00
8300	1	050792	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050792s002ltr.pdf	2007-09-11 00:00:00
8301	1	050793	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050793s015ltr.pdf	2012-02-23 00:00:00
8302	1	050794	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050794s011ltr.pdf	2008-08-22 00:00:00
8303	1	050794	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050794s016,050794s020ltr.pdf	2011-08-22 00:00:00
8304	1	050794	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050794Orig1s026ltr.pdf	2014-01-14 00:00:00
8305	1	050795	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/050795ltr.pdf	2005-05-17 00:00:00
8306	1	050795	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050582s028,050795s013ltr.pdf	2011-03-24 00:00:00
8307	1	050795	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050795Orig1s018ltr.pdf	2015-06-10 00:00:00
8308	1	050796	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/050796ltr.pdf	2005-04-28 00:00:00
8309	1	050796	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050796s004ltr.pdf	2007-09-11 00:00:00
8310	1	050796	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050796s007,050796s008ltr.pdf	2008-12-19 00:00:00
8311	1	050796	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050796s012ltr.pdf	2010-06-30 00:00:00
8312	1	050796	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050796Orig1s017ltr.pdf	2013-04-16 00:00:00
8313	1	050796	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050796Orig1s019ltr.pdf	2015-07-13 00:00:00
8314	1	050797	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/050797s001ltr.pdf	2007-11-08 00:00:00
8315	1	050797	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050797s008ltr.pdf	2008-10-09 00:00:00
8316	1	050797	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050797s010,s012,s014ltr.pdf	2011-06-10 00:00:00
8317	1	050797	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050797Orig1s019ltr.pdf	2015-07-10 00:00:00
8318	1	050797	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/050797Orig1s020ltr.pdf	2016-05-26 00:00:00
8319	1	050801	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050801s006LTR.pdf	2006-07-13 00:00:00
8320	1	050801	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050801s011ltr.pdf	2010-12-22 00:00:00
8321	1	050801	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050801s015ltr.pdf	2012-01-25 00:00:00
8322	1	050803	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050803s000ltr.pdf	2010-07-20 00:00:00
8323	1	050804	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/050804ltr.pdf	2004-12-30 00:00:00
8324	1	050804	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050804s015ltr.pdf	2010-06-08 00:00:00
8325	1	050805	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050805s000LTR.pdf	2006-05-30 00:00:00
8326	1	050805	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050805Orig1s007ltr.pdf	2012-11-08 00:00:00
8327	1	050805	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050805Orig1s008ltr.pdf	2013-07-29 00:00:00
8328	1	050808	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050808s007ltr.pdf	2009-07-31 00:00:00
8329	1	050808	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050808s014ltr.pdf	2011-03-25 00:00:00
8330	1	050810	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050810s001,050810s002,s005ltr.pdf	2009-05-11 00:00:00
8331	1	050810	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050810s001,050810s002,s005ltr.pdf	2009-05-11 00:00:00
8332	1	050810	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050810s014ltr.pdf	2012-07-09 00:00:00
8333	1	050813	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050813s000ltr.pdf	2008-01-25 00:00:00
8334	1	050813	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050813Orig1s003ltr.pdf	2015-06-10 00:00:00
8335	1	050814	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050814s001ltr.pdf	2010-08-25 00:00:00
8336	1	050814	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050814Orig1s016ltr.pdf	2015-12-30 00:00:00
8337	1	050817	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050817Orig1s003ltr.pdf	2014-06-05 00:00:00
8338	1	050817	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050817Orig1s004ltr.pdf	2012-09-10 00:00:00
8339	1	050821	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050821s000ltr.pdf	2010-05-10 00:00:00
8340	1	050821	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050821Orig1s001ltr.pdf	2012-09-10 00:00:00
8341	1	050821	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050821Orig1s004ltr.pdf	2015-11-13 00:00:00
8342	1	050823	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050823s000ltr.pdf	2011-06-27 00:00:00
8343	1	050823	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/050823Orig1s004ltr.pdf	2015-05-19 00:00:00
8344	1	050824	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050824s000ltr.pdf	2011-02-14 00:00:00
8345	1	050824	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050824Orig1s004ltr.pdf	2014-12-31 00:00:00
8346	1	062912	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/062912s038,s039ltr.pdf	2009-01-09 00:00:00
8347	1	063009	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/063009Orig1s034ltr.pdf	2014-02-24 00:00:00
8348	1	063065	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/63065s14s15apl.pdf	1999-06-10 00:00:00
8349	1	064081	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/64081_Cefaclor_Approv.pdf	1998-09-16 00:00:00
8350	1	064134	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/64134LTR.PDF	1999-10-27 00:00:00
8351	1	064142	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64142ltr.pdf	1998-06-25 00:00:00
8352	1	064150	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/97/064150aplet.pdf 	2011-03-10 00:00:00
8353	1	064163	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/64163ltr.pdf	2001-10-12 00:00:00
8354	1	064169	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64169ltr.pdf	1998-08-14 00:00:00
8355	1	064180	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/64180ltr.pdf	1999-12-23 00:00:00
8356	1	064191	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64191apl.pdf	2003-03-14 00:00:00
8357	1	064192	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64192ltr.pdf	2002-04-13 00:00:00
8358	1	064210	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64210ltr.pdf	1998-06-30 00:00:00
8359	1	064212	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/64212ltr.pdf	1998-06-23 00:00:00
8360	1	064216	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/64216ltr.pdf	1999-02-26 00:00:00
8361	1	064217	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/64217LTR.PDF	1999-10-29 00:00:00
8362	1	065000	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/65000ltr.pdf	1999-05-25 00:00:00
8363	1	065002	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/65002ltr.pdf	1998-09-28 00:00:00
8364	1	065003	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65003ltr.pdf	2000-05-12 00:00:00
8365	1	065004	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/65004LTR.PDF	1999-10-29 00:00:00
8366	1	065005	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/65005ltr.pdf	1999-03-23 00:00:00
8367	1	065007	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/65007ltr.pdf	1999-09-16 00:00:00
8368	1	065010	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65010ltr.pdf	2003-04-09 00:00:00
8369	1	065011	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65011ltr.pdf	2000-07-03 00:00:00
8370	1	065012	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65012ltr.pdf	2000-07-03 00:00:00
8371	1	065017	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65017ltr.pdf	2000-01-13 00:00:00
8372	1	065021	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/65021ltr.pdf	1999-12-23 00:00:00
8373	1	065026	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65026ltr.pdf	2003-04-10 00:00:00
8374	1	065028	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65028ltr.pdf	2001-03-14 00:00:00
8375	1	065033	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65033ltr.pdf	2000-06-27 00:00:00
8376	1	065035	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65035ltr.pdf	2000-01-24 00:00:00
8377	1	065036	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65036ltr.pdf	2003-04-09 00:00:00
8378	1	065037	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65037ltr.pdf	2003-04-09 00:00:00
8379	1	065042	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65042ltr.pdf	2003-04-10 00:00:00
8380	1	065043	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65043ltr.pdf	2002-02-15 00:00:00
8381	1	065056	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65056ltr.pdf	2000-09-18 00:00:00
8382	1	065064	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65064ltr.pdf	2002-03-15 00:00:00
8383	1	065066	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65066ltr.pdf	2003-04-09 00:00:00
8384	1	065068	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65068Ltr.pdf	2001-02-26 00:00:00
8385	1	065076	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65076ltr.pdf	2002-03-19 00:00:00
8386	1	065087	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65087ltr.pdf	2002-10-10 00:00:00
8387	1	065115	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/2003/65115_Cefadroxil_Approv.pdf	2003-12-23 00:00:00
8388	1	065162	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065162s021ltr.pdf	2010-11-10 00:00:00
8389	1	065169	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/065169Orig1s022ltr.pdf	2014-02-24 00:00:00
8390	1	065236	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/065236ltr.pdf	2005-12-15 00:00:00
8391	1	065259	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065259s000LTR.pdf	2006-06-02 00:00:00
8392	1	065262	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065262s000LTR.pdf	2006-07-13 00:00:00
8393	1	065264	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065264s000LTR.pdf	2006-05-22 00:00:00
8394	1	065374	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/065374ltr.pdf	2007-08-14 00:00:00
8395	1	065380	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/065380s000ltr.pdf	2010-10-29 00:00:00
8396	1	065386	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065386s000ltr.pdf	2009-09-22 00:00:00
8397	1	065396	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065396s000ltr.pdf	2010-11-10 00:00:00
8398	1	065410	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065410s000ltr.pdf	2008-08-01 00:00:00
8399	1	065413	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065413s000ltr.pdf	2008-08-04 00:00:00
8400	1	065431	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065431s000ltr.pdf	2008-11-28 00:00:00
8401	1	065446	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065446s000ltr.pdf	2009-09-22 00:00:00
8402	1	065490	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/065490s000ltr.pdf	2012-04-11 00:00:00
8403	1	065510	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/065510s000ltr.pdf	2012-04-11 00:00:00
8404	1	071196	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/071258Orig1s040,071196Orig1s063ltr.pdf	2013-11-20 00:00:00
8405	1	071258	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/071258Orig1s040,071196Orig1s063ltr.pdf	2013-11-20 00:00:00
8406	1	071297	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/071297Orig1s026ltr.pdf	2014-07-24 00:00:00
8407	1	071881	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/071881Orig1s005ltr.pdf	2015-10-16 00:00:00
8408	1	073193	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/073193Orig1s033ltr.pdf	2015-08-27 00:00:00
8409	1	073210	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/073210Orig1s029ltr.pdf	2015-08-27 00:00:00
8410	1	074253	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74253S1&2ltr.pdf	2003-04-09 00:00:00
8411	1	074278	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74278ltr.pdf	2000-03-31 00:00:00
8412	1	074415	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74415ltr.pdf	1998-06-08 00:00:00
8413	1	074432	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74432ltr.pdf	1999-07-29 00:00:00
8414	1	074446	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74446ltr.pdf	2000-05-18 00:00:00
8415	1	074464	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74464ltr.pdf	1998-05-28 00:00:00
8416	1	074504	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74504TA.pdf	2004-06-18 00:00:00
8417	1	074507	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74507ltr.pdf	1999-03-15 00:00:00
8418	1	074513	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75513ltr.pdf	2000-05-09 00:00:00
8419	1	074530	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74530ltr.pdf	2000-04-21 00:00:00
8420	1	074539	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74539ltr.pdf	2004-06-18 00:00:00
8421	1	074539	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74539ta3.pdf	2003-05-02 00:00:00
8422	1	074542	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75542ltr.pdf	2000-05-10 00:00:00
8423	1	074552	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74552ltr.pdf	1998-07-30 00:00:00
8424	1	074555	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74555LTR.PDF	1998-09-30 00:00:00
8425	1	074567	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/74567ltr.pdf	2001-04-17 00:00:00
8426	1	074653	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74653ltr.pdf	1998-07-29 00:00:00
8427	1	074657	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74657ta.pdf	2004-06-18 00:00:00
8428	1	074657	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74657ltr.pdf	2000-04-28 00:00:00
8430	1	074681	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/74681ltr.pdf	2004-07-30 00:00:00
8431	1	074688	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74688ltr.pdf	1999-08-25 00:00:00
8432	1	074699	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74699ltr.pdf	2000-03-24 00:00:00
8433	1	074703	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/074703s009ltr.pdf	2011-05-17 00:00:00
8434	1	074713	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74713ltr.pdf	1999-11-14 00:00:00
8435	1	074719	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74719ta.pdf	2004-06-14 00:00:00
8436	1	074723	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74723ltr.pdf	1999-03-30 00:00:00
8437	1	074726	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74726ltr.pdf	1998-11-20 00:00:00
8438	1	074732	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74732ta3.pdf	2004-06-18 00:00:00
8439	1	074737	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74737ltr.pdf	1998-10-28 00:00:00
8440	1	074739	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74739ltr.pdf	1998-11-30 00:00:00
8441	1	074751	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74751ltr.pdf	1998-09-30 00:00:00
8442	1	074759	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74759ltr.pdf	1998-09-02 00:00:00
8443	1	074769	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74769ltr.pdf	1998-07-02 00:00:00
8444	1	074782	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74782ltr.pdf	1998-07-06 00:00:00
8445	1	074792	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74792ltr.pdf	1998-06-26 00:00:00
8446	1	074803	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
8447	1	074803	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
